,O3 (ppb),CO (ppm),SO2 (μg/m³),NO2 (μg/m³),PM2.5 (μg/m³),PM10 (μg/m³),Polluted
2249,6,0.3,103,84,93,86,1
2250,99,0.5,125,112,88,51,1
2251,91,0.5,8,93,14,7,0
2252,120,0.8,102,60,46,33,1
2253,91,0.8,67,65,18,55,1
2254,113,0.4,69,66,24,19,1
2255,8,0.6,74,36,40,91,1
2256,112,0.3,135,111,40,82,1
2257,21,0.8,78,26,69,55,1
2258,120,0.2,55,44,29,13,0
2259,17,0.5,21,54,71,10,0
2260,100,0.0,92,101,87,82,1
2261,100,0.9,68,126,21,36,1
2262,15,0.2,89,101,20,82,0
2263,32,0.8,106,102,66,50,1
2264,102,0.8,20,28,94,73,1
2265,113,0.6,19,72,88,38,1
2266,24,0.2,145,43,45,25,0
2267,108,0.3,10,14,76,47,0
2268,103,0.1,132,19,41,72,1
2269,34,0.6,134,124,94,12,1
2270,83,0.9,59,124,86,80,1
2271,102,0.7,133,17,83,68,1
2272,9,0.6,136,40,13,73,0
2273,29,0.6,41,18,53,65,1
2274,102,0.8,105,129,16,49,1
2275,76,0.7,113,109,40,74,1
2276,54,0.4,146,79,72,11,1
2277,43,0.6,123,69,59,79,1
2278,115,0.7,138,58,65,92,1
2279,80,0.4,98,80,56,52,1
2280,106,0.9,17,60,52,22,1
2281,55,0.7,41,126,85,57,1
2282,83,0.2,148,110,5,84,1
2283,121,0.6,140,120,81,67,1
2284,33,0.2,101,27,31,44,0
2285,124,0.7,147,79,25,94,1
2286,123,0.4,103,82,56,62,1
2287,105,0.9,5,122,31,49,1
2288,55,0.2,140,52,64,65,1
2289,17,0.5,40,123,65,23,0
2290,14,0.2,134,69,52,64,1
2291,95,0.7,79,63,75,49,1
2292,77,0.1,48,126,70,53,1
2293,43,0.6,92,100,84,14,1
2294,63,0.8,98,81,12,52,1
2295,60,0.5,137,96,84,13,1
2296,57,0.8,52,100,36,18,1
2297,8,0.5,148,117,93,11,0
2298,87,0.6,20,82,22,27,1
2299,72,0.4,74,14,3,12,0
2300,77,0.4,32,15,33,24,0
2301,93,0.7,54,33,63,47,1
2302,14,0.2,10,59,74,56,0
2303,12,0.2,124,55,84,7,0
2304,89,0.9,130,48,83,45,1
2305,104,0.9,121,56,57,49,1
2306,71,0.2,148,38,51,44,0
2307,28,0.9,97,86,6,34,0
2308,90,0.3,13,50,93,90,0
2309,84,0.8,78,31,60,25,1
2310,37,0.6,134,108,46,21,1
2311,75,0.0,149,102,53,82,1
2312,125,1.0,122,97,64,28,1
2313,100,0.4,128,48,13,80,0
2314,20,0.1,100,110,94,13,0
2315,103,0.0,125,79,79,61,1
2316,53,0.2,9,96,13,75,0
2317,40,0.4,104,87,91,17,0
2318,59,0.5,96,16,39,14,0
2319,78,1.0,23,77,74,93,1
2320,85,0.9,106,27,60,57,1
2321,103,0.3,8,65,15,75,0
2322,61,0.5,129,37,40,99,1
2323,31,0.4,86,23,18,83,0
2324,18,0.7,91,105,34,100,1
2325,49,0.5,58,57,5,78,0
2326,44,0.2,85,59,66,68,1
2327,82,0.8,78,90,3,85,1
2328,54,0.6,136,49,7,62,1
2329,52,0.8,29,91,75,84,1
2330,52,0.0,30,104,36,54,1
2331,5,1.0,36,91,79,20,1
2332,89,0.9,67,77,36,8,1
2333,44,0.4,29,26,72,54,0
2334,9,0.5,136,105,85,68,1
2335,18,0.8,130,46,26,29,0
2336,78,0.8,71,64,66,7,1
2337,32,0.6,51,121,89,76,1
2338,99,0.4,112,126,88,75,1
2339,61,0.7,36,84,97,21,1
2340,9,0.6,22,45,17,73,0
2341,23,0.9,100,42,76,87,1
2342,84,0.6,98,80,48,50,1
2343,31,0.5,83,58,25,59,1
2344,113,0.8,9,22,56,45,0
2345,103,0.4,34,54,88,49,1
2346,123,0.4,84,101,81,41,1
2347,58,0.8,125,57,8,42,1
2348,72,0.0,24,20,50,40,0
2349,99,0.3,15,32,67,84,0
2350,120,1.0,84,85,66,54,1
2351,105,0.4,105,74,18,39,0
2352,114,0.7,108,30,69,99,1
2353,13,0.3,43,36,20,17,0
2354,21,0.7,9,102,32,21,0
2355,54,1.0,87,33,47,34,1
2356,95,0.1,79,12,95,67,1
2357,115,0.8,52,91,65,98,1
2358,62,0.1,136,121,3,58,1
2359,9,0.7,90,62,73,52,1
2360,51,0.6,31,72,76,45,1
2361,122,0.1,126,31,36,26,0
2362,120,0.8,85,120,12,96,1
2363,85,0.5,39,78,32,45,1
2364,9,0.0,43,122,96,75,1
2365,72,0.1,12,53,92,30,0
2366,52,0.5,150,58,4,41,0
2367,11,0.6,52,111,61,6,1
2368,26,0.7,39,93,92,96,1
2369,73,0.6,48,68,61,43,1
2370,12,0.7,121,22,79,40,0
2371,37,0.2,24,91,27,70,0
2372,63,0.4,54,24,24,83,1
2373,87,0.8,102,70,96,64,1
2374,97,0.4,53,17,69,75,1
2375,82,0.4,65,54,28,93,1
2376,86,0.5,135,11,14,30,0
2377,5,1.0,57,13,63,97,1
2378,7,0.7,67,40,99,21,0
2379,26,0.3,8,129,91,70,0
2380,33,0.3,102,80,44,84,1
2381,106,0.6,100,77,27,16,1
2382,124,0.3,10,24,25,76,0
2383,27,1.0,22,59,55,67,1
2384,89,0.2,66,117,99,67,1
2385,53,0.7,108,18,31,13,1
2386,109,0.2,68,64,40,31,1
2387,94,0.8,121,101,15,25,1
2388,89,0.4,109,75,36,86,1
2389,66,0.1,89,43,62,11,0
2390,89,0.8,13,127,5,10,0
2391,15,0.3,74,60,40,78,1
2392,16,0.8,22,24,47,78,0
2393,77,0.7,122,63,69,15,1
2394,54,0.2,133,54,84,23,1
2395,49,0.6,150,68,90,17,1
2396,105,0.3,63,61,54,65,1
2397,85,0.8,78,37,40,40,1
2398,52,0.7,9,40,8,50,0
2399,25,0.3,64,17,61,10,0
2400,48,0.7,109,76,48,70,1
2401,38,0.1,69,38,49,43,0
2402,105,0.2,30,10,24,57,0
2403,30,0.8,87,33,75,80,1
2404,12,0.9,72,64,34,22,1
2405,98,0.5,122,17,75,95,1
2406,58,0.3,149,40,74,86,1
2407,24,0.1,50,19,63,31,0
2408,10,0.9,79,52,61,24,1
2409,108,0.4,58,68,45,85,1
2410,50,0.8,12,57,57,66,1
2411,8,1.0,86,55,71,25,1
2412,86,0.9,94,81,80,41,1
2413,22,0.5,101,127,10,25,0
2414,56,0.1,37,45,67,41,0
2415,76,0.6,16,104,64,13,1
2416,115,0.9,130,102,51,63,1
2417,33,0.2,37,45,89,88,0
2418,8,0.5,110,128,55,42,0
2419,90,0.4,100,89,43,97,1
2420,97,0.8,146,80,87,92,1
2421,62,0.5,87,126,29,84,1
2422,97,0.1,140,23,73,85,1
2423,70,0.8,68,82,52,93,1
2424,119,0.2,89,30,24,33,0
2425,35,0.2,58,53,20,49,0
2426,74,0.8,9,90,73,12,1
2427,123,0.2,104,111,92,36,1
2428,120,0.9,95,17,91,33,1
2429,113,0.4,109,25,25,10,0
2430,38,0.9,99,31,75,10,0
2431,16,0.5,143,30,47,92,0
2432,99,0.9,32,89,13,99,1
2433,51,0.9,82,121,49,73,1
2434,55,0.1,96,108,85,79,1
2435,48,0.5,78,91,12,28,0
2436,81,0.4,68,39,18,54,0
2437,117,0.3,30,116,91,72,1
2438,125,0.6,64,63,41,90,1
2439,69,0.5,45,89,27,8,1
2440,16,0.5,52,86,69,41,0
2441,25,0.4,47,66,68,75,1
2442,123,0.9,42,89,3,27,1
2443,53,0.6,9,81,82,19,1
2444,44,0.8,58,78,18,62,1
2445,21,0.3,10,110,88,43,0
2446,49,0.1,26,23,23,59,0
2447,65,0.3,56,73,51,23,1
2448,12,0.1,94,16,71,72,0
2449,44,0.7,124,125,94,20,1
2450,86,0.4,140,118,82,77,1
2451,86,0.2,23,40,42,57,0
2452,60,0.3,126,40,92,29,0
2453,52,0.0,19,123,11,53,0
2454,107,1.0,144,57,84,83,1
2455,96,0.1,92,111,36,76,1
2456,118,0.6,115,39,37,20,1
2457,62,0.1,63,27,34,42,0
2458,91,0.8,67,76,63,41,1
2459,29,0.4,107,74,87,27,0
2460,82,0.5,10,101,37,33,0
2461,5,0.7,111,120,28,23,1
2462,35,1.0,147,29,94,57,1
2463,31,0.9,74,109,54,86,1
2464,32,0.6,123,82,26,44,1
2465,7,0.5,97,50,58,39,0
2466,29,0.4,71,32,47,17,0
2467,25,0.6,55,79,91,21,1
2468,28,0.1,34,66,42,55,0
2469,28,0.4,138,22,35,38,0
2470,76,0.9,35,30,34,78,1
2471,51,0.4,131,49,69,64,1
2472,34,0.4,117,59,69,74,1
2473,85,0.4,64,108,79,56,1
2474,50,0.7,63,25,33,53,1
2475,16,0.4,20,91,95,67,0
2476,84,0.2,26,34,80,31,0
2477,74,0.1,114,51,60,22,1
2478,24,0.8,76,38,21,11,0
2479,52,0.5,6,42,30,80,0
2480,110,0.4,149,98,45,19,1
2481,52,1.0,146,73,90,40,1
2482,111,0.7,65,57,93,21,1
2483,120,0.9,70,56,36,15,1
2484,48,0.6,103,51,46,80,1
2485,93,0.6,113,68,61,9,1
2486,14,0.3,52,54,69,81,1
2487,42,0.9,38,56,71,65,1
2488,94,0.4,6,18,82,16,0
2489,18,0.1,108,122,79,43,0
2490,51,0.4,79,47,22,71,1
2491,95,0.3,69,12,73,89,1
2492,46,0.7,101,86,75,19,1
2493,5,0.4,119,77,8,61,0
2494,80,0.1,71,125,7,92,1
2495,43,0.4,73,103,26,16,0
2496,41,0.9,136,21,85,11,0
2497,34,0.3,78,19,72,76,0
2498,12,0.5,96,21,69,78,0
2499,81,0.0,100,63,20,74,1
2500,40,0.7,127,10,49,50,1
2501,123,0.2,96,112,6,27,0
2502,12,0.7,44,56,5,95,1
2503,118,0.4,64,15,6,77,0
2504,69,0.9,20,130,10,24,0
2505,104,0.3,107,37,43,80,1
2506,89,0.5,144,124,21,22,1
2507,74,0.8,58,107,55,68,1
2508,24,0.6,104,125,99,48,1
2509,60,0.1,39,42,48,83,1
2510,89,0.4,70,101,51,68,1
2511,74,0.7,123,17,26,42,1
2512,13,0.2,71,111,90,45,0
2513,10,0.6,22,95,84,14,0
2514,38,0.4,14,45,19,61,0
2515,17,0.5,10,89,15,84,0
2516,86,0.8,129,53,79,58,1
2517,108,0.4,53,110,66,69,1
2518,60,0.1,73,67,30,45,1
2519,105,0.6,27,87,10,5,0
2520,17,0.9,123,41,80,6,0
2521,41,0.2,98,101,56,99,1
2522,78,0.3,82,51,34,72,1
2523,87,0.2,37,81,60,19,1
2524,117,0.2,26,86,91,56,1
2525,25,0.4,146,29,17,59,0
2526,36,0.3,128,127,65,18,0
2527,60,0.4,129,89,28,40,1
2528,50,0.5,79,52,70,61,1
2529,7,0.4,40,69,25,35,0
2530,20,0.2,13,13,94,69,0
2531,94,0.4,41,45,94,17,0
2532,100,0.8,131,104,50,96,1
2533,21,0.4,18,42,51,35,0
2534,107,0.6,43,114,14,53,1
2535,123,0.2,99,63,23,100,1
2536,14,0.2,89,53,24,48,1
2537,124,0.3,91,50,78,39,0
2538,119,1.0,70,130,60,53,1
2539,54,0.9,70,102,59,100,1
2540,87,0.9,16,98,56,83,1
2541,26,0.8,35,17,48,92,0
2542,121,0.6,140,29,43,76,1
2543,25,0.4,127,59,5,76,0
2544,61,0.5,54,118,97,42,1
2545,123,0.5,78,77,93,84,1
2546,119,0.2,114,51,39,7,1
2547,61,0.6,105,118,19,7,1
2548,20,0.2,34,104,86,70,0
2549,28,0.5,123,49,77,55,0
2550,118,0.0,119,69,71,35,1
2551,11,0.2,75,35,91,99,0
2552,63,0.5,6,65,62,50,1
2553,90,0.1,140,92,46,42,1
2554,37,0.6,85,13,74,64,1
2555,9,0.0,88,121,60,85,1
2556,14,0.7,128,53,34,78,1
2557,43,0.5,22,21,59,80,0
2558,31,0.9,85,53,48,6,1
2559,25,0.4,127,19,84,42,0
2560,99,0.5,38,89,69,45,1
2561,75,0.9,36,122,30,40,1
2562,86,0.2,39,52,64,71,1
2563,23,0.3,78,37,25,90,0
2564,99,0.6,130,37,45,90,1
2565,38,0.1,33,99,27,100,0
2566,36,0.6,89,114,79,50,1
2567,14,0.8,85,120,40,52,1
2568,110,0.9,116,54,44,60,1
2569,95,0.1,136,129,25,41,1
2570,69,0.0,86,117,53,83,1
2571,13,0.1,63,82,57,61,1
2572,112,0.6,5,111,61,28,1
2573,108,0.2,97,29,89,46,1
2574,105,0.8,146,82,66,24,1
2575,57,0.8,62,56,19,68,1
2576,36,0.2,117,94,80,70,1
2577,45,0.7,29,110,5,95,0
2578,58,0.4,6,94,38,76,1
2579,124,1.0,148,122,45,58,1
2580,8,0.5,115,84,41,52,1
2581,86,0.6,51,105,90,81,1
2582,101,0.9,100,60,69,56,1
2583,31,0.4,86,31,28,31,0
2584,112,0.8,53,82,83,84,1
2585,122,0.4,119,36,83,66,1
2586,93,0.2,112,101,93,87,1
2587,90,0.2,111,119,90,21,1
2588,117,0.2,19,30,4,56,0
2589,41,0.1,138,68,65,35,0
2590,90,0.5,29,54,55,9,0
2591,103,0.0,133,10,51,12,0
2592,34,0.6,43,48,67,30,0
2593,117,0.3,37,33,66,22,0
2594,50,0.1,7,128,63,83,0
2595,20,0.4,133,42,30,38,0
2596,108,0.7,49,115,70,88,1
2597,45,0.9,26,61,67,30,0
2598,117,1.0,59,21,56,37,1
2599,6,0.9,64,18,69,6,0
2600,95,0.6,40,30,15,21,0
2601,65,0.2,17,105,17,39,0
2602,6,0.6,85,28,96,40,0
2603,112,0.7,49,76,74,14,1
2604,18,0.7,18,42,63,73,0
2605,125,0.2,8,74,29,91,1
2606,21,0.4,64,50,64,52,0
2607,36,0.8,29,31,91,18,0
2608,79,0.5,128,49,63,34,0
2609,55,0.2,43,80,64,95,1
2610,22,0.4,10,97,49,60,0
2611,40,0.7,149,74,76,42,1
2612,80,1.0,109,30,59,98,1
2613,58,0.5,77,27,40,91,1
2614,32,0.9,97,63,52,25,1
2615,78,0.5,33,80,58,32,0
2616,11,0.1,27,68,64,32,0
2617,61,0.3,47,130,61,87,1
2618,94,0.8,127,46,28,7,1
2619,67,0.0,54,94,24,47,1
2620,124,0.3,113,72,73,84,1
2621,98,0.3,48,117,90,97,1
2622,32,0.1,43,128,59,74,1
2623,34,0.0,150,42,93,62,0
2624,71,0.9,111,98,27,93,1
2625,82,0.8,137,47,86,37,1
2626,92,0.9,109,38,90,69,1
2627,90,0.2,116,72,90,39,1
2628,74,0.2,100,46,76,66,1
2629,53,0.2,139,130,9,15,0
2630,76,0.9,148,112,22,90,1
2631,68,0.1,26,54,19,28,0
2632,84,0.3,64,122,42,71,1
2633,44,0.9,111,114,3,67,1
2634,17,0.6,133,92,29,44,1
2635,41,0.1,27,41,62,70,0
2636,46,0.1,89,21,70,35,0
2637,52,0.0,137,77,53,81,1
2638,116,0.4,125,73,10,7,0
2639,119,0.7,97,105,19,71,1
2640,60,0.2,19,52,77,57,1
2641,73,0.5,90,12,9,91,0
2642,107,0.8,131,130,38,65,1
2643,119,1.0,30,95,38,54,1
2644,85,0.0,99,19,94,37,0
2645,101,0.3,13,49,12,7,0
2646,32,0.3,148,49,10,53,0
2647,54,0.3,20,41,80,60,0
2648,98,0.1,70,82,47,45,1
2649,35,0.0,144,92,44,81,1
2650,74,0.5,150,52,40,15,1
2651,84,0.7,78,11,33,96,1
2652,41,0.9,135,77,31,25,1
2653,25,0.1,18,39,44,86,0
2654,9,0.7,70,101,74,7,1
2655,91,0.4,44,68,16,95,1
2656,69,0.5,38,106,12,23,0
2657,109,0.5,66,64,39,37,1
2658,95,0.5,70,130,59,31,1
2659,20,0.4,80,70,23,32,0
2660,20,0.3,111,43,19,93,0
2661,100,0.3,139,91,99,14,1
2662,7,0.5,80,63,12,23,0
2663,36,0.0,145,10,4,31,0
2664,21,0.4,101,97,79,98,1
2665,15,0.7,40,124,76,14,1
2666,123,0.4,20,63,57,55,1
2667,49,0.1,144,29,69,14,0
2668,67,1.0,40,39,11,69,1
2669,33,0.8,95,14,28,34,0
2670,9,0.2,102,29,76,78,0
2671,33,0.2,105,123,88,92,1
2672,71,0.2,28,58,9,11,0
2673,47,0.5,61,84,84,27,0
2674,72,0.8,125,77,15,15,1
2675,9,0.6,91,29,72,7,0
2676,43,0.3,148,83,37,7,0
2677,54,0.1,95,57,92,87,1
2678,88,0.5,58,114,31,77,1
2679,97,0.3,100,107,75,52,1
2680,68,0.6,21,33,89,82,1
2681,44,0.4,91,23,22,62,0
2682,55,0.2,111,57,87,94,1
2683,34,0.8,147,93,90,24,1
2684,106,0.7,6,126,35,28,1
2685,9,0.4,134,17,35,22,0
2686,99,0.3,99,122,46,17,1
2687,6,1.0,97,20,83,55,1
2688,32,0.5,100,74,32,22,0
2689,88,0.1,56,35,20,51,0
2690,123,1.0,104,23,11,14,0
2691,70,0.2,114,106,53,35,1
2692,50,0.6,42,32,75,43,0
2693,47,0.2,149,64,84,36,0
2694,43,0.7,106,118,62,97,1
2695,123,0.3,21,18,5,43,0
2696,18,0.4,112,104,20,12,0
2697,97,0.2,131,85,44,93,1
2698,96,1.0,8,62,58,24,1
2699,64,0.4,19,32,47,94,0
2700,12,0.2,81,62,99,51,1
2701,65,0.1,46,78,54,26,1
2702,117,0.7,112,48,58,15,1
2703,73,0.1,84,51,47,35,1
2704,103,0.8,108,112,32,34,1
2705,123,0.9,59,63,39,65,1
2706,79,0.8,39,66,62,56,1
2707,125,0.7,52,17,57,55,1
2708,26,0.2,111,27,48,83,0
2709,90,0.1,115,121,46,67,1
2710,97,0.0,129,100,68,93,1
2711,25,0.7,117,119,64,8,1
2712,51,1.0,61,76,75,99,1
2713,15,0.5,65,104,77,89,1
2714,6,0.2,35,101,13,86,0
2715,29,0.0,107,68,81,34,0
2716,26,0.1,26,17,17,29,0
2717,59,0.2,29,118,53,43,0
2718,57,0.1,102,107,65,45,1
2719,111,1.0,134,90,11,28,1
2720,41,0.2,46,121,11,84,0
2721,79,0.9,131,15,60,94,1
2722,81,0.3,19,12,58,32,0
2723,114,0.2,140,119,56,89,1
2724,9,1.0,114,88,10,8,0
2725,13,0.4,82,87,64,50,1
2726,47,0.4,150,109,86,11,0
2727,8,0.4,8,124,33,17,0
2728,106,0.8,55,114,17,36,1
2729,17,0.5,132,121,95,95,1
2730,38,0.9,13,119,63,68,1
2731,56,0.4,148,95,65,28,1
2732,87,0.7,146,61,60,44,1
2733,76,0.9,19,16,60,22,0
2734,82,0.9,122,89,86,98,1
2735,80,1.0,136,27,60,49,1
2736,107,0.9,102,110,14,13,1
2737,120,0.8,9,104,87,35,1
2738,125,0.7,62,72,99,12,1
2739,78,0.3,27,12,21,73,0
2740,88,0.8,68,14,26,28,1
2741,84,0.8,54,85,90,44,1
2742,62,0.9,26,81,23,27,1
2743,5,1.0,35,108,94,9,0
2744,21,0.6,104,81,48,67,1
2745,10,0.8,62,60,93,99,1
2746,73,0.4,118,122,43,72,1
2747,56,1.0,78,29,30,69,1
2748,53,1.0,77,28,86,27,1
2749,106,0.2,108,11,69,47,1
2750,60,0.1,5,49,20,71,0
2751,82,0.0,147,82,25,65,1
2752,99,0.6,9,21,78,59,1
2753,49,0.5,26,14,26,12,0
2754,13,0.2,98,89,70,24,0
2755,27,0.6,24,52,86,43,0
2756,22,0.9,92,66,26,61,1
2757,106,0.1,8,82,14,30,0
2758,66,0.4,150,87,73,37,1
2759,10,0.9,94,126,27,52,1
2760,27,0.0,16,130,44,65,0
2761,53,0.9,15,13,30,94,1
2762,21,0.6,138,101,90,95,1
2763,66,0.2,134,91,70,34,1
2764,49,0.4,132,65,33,17,0
2765,30,0.8,124,83,16,13,0
2766,25,0.2,88,28,90,21,0
2767,18,0.7,54,87,31,27,1
2768,103,0.9,95,75,8,53,1
2769,125,0.9,26,130,51,53,1
2770,110,0.1,113,46,63,26,0
2771,50,0.8,75,49,10,31,0
2772,87,0.2,65,81,82,27,1
2773,81,0.6,21,42,38,48,1
2774,74,0.7,19,36,48,18,0
2775,53,0.1,146,28,51,61,1
2776,80,0.3,81,93,78,12,1
2777,106,0.4,129,127,66,59,1
2778,107,0.9,109,33,50,12,1
2779,12,0.3,24,99,66,97,0
2780,32,0.2,29,22,83,17,0
2781,123,0.7,34,49,59,37,0
2782,37,0.5,128,128,48,68,1
2783,18,0.4,78,110,3,37,0
2784,118,0.2,17,88,92,44,0
2785,119,0.6,10,112,44,20,1
2786,68,0.6,130,79,51,22,1
2787,99,0.0,25,19,51,37,0
2788,100,0.1,63,102,74,43,1
2789,75,0.5,101,102,9,10,0
2790,87,0.9,145,128,8,64,1
2791,115,0.5,138,44,71,54,1
2792,23,0.8,73,56,69,11,1
2793,86,0.1,81,60,77,37,1
2794,115,0.9,71,47,99,26,1
2795,22,0.3,17,20,53,70,0
2796,87,0.5,29,130,41,72,1
2797,65,0.4,84,74,62,81,1
2798,125,0.6,125,16,74,99,1
2799,96,0.1,143,36,17,49,0
2800,56,0.2,81,91,82,9,1
2801,29,0.0,94,82,79,19,0
2802,64,0.2,54,64,11,69,1
2803,6,0.3,83,65,62,98,1
2804,34,0.0,33,49,64,9,0
2805,85,0.1,74,103,23,19,1
2806,85,1.0,62,37,95,48,1
2807,42,0.3,11,122,83,63,0
2808,53,0.6,125,93,51,84,1
2809,58,0.7,51,97,54,36,1
2810,82,0.7,42,57,99,67,1
2811,32,0.5,74,22,19,27,0
2812,60,0.3,36,33,36,32,0
2813,33,0.6,25,87,55,7,0
2814,108,0.3,68,113,47,71,1
2815,95,0.6,84,10,96,86,1
2816,69,0.2,101,48,80,23,0
2817,114,0.3,148,123,62,12,1
2818,6,0.7,77,51,70,57,1
2819,28,0.2,110,14,97,40,0
2820,15,0.0,88,55,73,48,1
2821,71,0.5,54,116,87,75,1
2822,66,0.4,116,52,18,11,0
2823,125,0.7,131,20,51,7,1
2824,74,0.6,67,85,47,69,1
2825,122,0.8,79,17,70,19,1
2826,91,0.7,128,37,64,44,1
2827,74,0.5,33,90,51,56,1
2828,43,0.5,93,90,61,21,0
2829,57,0.1,108,96,91,13,1
2830,108,0.4,132,29,27,15,0
2831,76,0.3,43,82,84,80,1
2832,44,0.9,98,34,90,98,1
2833,60,0.0,71,86,36,92,1
2834,32,0.2,85,27,53,47,0
2835,42,0.8,119,109,20,8,0
2836,104,0.1,46,80,72,46,1
2837,109,0.4,94,82,79,95,1
2838,69,0.9,88,104,72,82,1
2839,109,0.0,56,107,73,84,1
2840,78,0.4,61,43,74,70,1
2841,80,0.9,98,101,56,13,1
2842,45,0.3,128,15,49,5,0
2843,100,0.0,13,106,16,43,0
2844,80,0.9,143,39,47,19,1
2845,14,0.8,144,16,22,47,1
2846,93,0.6,86,17,76,79,1
2847,12,0.7,95,103,15,46,1
2848,30,0.2,18,109,10,100,0
2849,114,0.1,29,17,26,57,0
2850,74,0.8,48,35,6,90,1
2851,125,0.7,34,18,40,95,1
2852,52,0.1,30,77,54,60,1
2853,110,0.7,127,77,35,86,1
2854,109,0.6,139,19,57,72,1
2855,75,0.5,67,121,13,69,1
2856,25,0.8,128,24,49,52,1
2857,124,0.7,118,13,25,14,1
2858,118,0.8,145,97,73,97,1
2859,109,0.3,126,102,71,23,1
2860,110,0.0,28,72,36,43,0
2861,58,0.1,51,29,21,87,1
2862,104,0.7,32,42,41,68,1
2863,63,0.7,59,41,92,68,1
2864,77,0.3,109,55,39,95,1
2865,21,0.6,22,40,69,40,0
2866,112,0.4,9,119,26,35,0
2867,22,0.5,91,99,50,81,1
2868,68,0.4,17,38,34,99,0
2869,17,0.2,115,60,41,60,1
2870,102,0.2,42,87,25,33,1
2871,117,0.6,147,87,10,89,1
2872,16,0.4,101,70,23,81,1
2873,92,0.6,53,76,7,13,1
2874,105,0.6,105,91,52,53,1
2875,70,0.9,119,14,30,89,1
2876,109,0.9,65,116,24,29,1
2877,109,0.8,62,92,56,79,1
2878,15,0.4,58,44,12,79,0
2879,32,0.8,149,57,86,40,1
2880,31,0.4,26,11,74,5,0
2881,61,0.9,141,10,74,43,1
2882,90,0.5,22,129,9,61,0
2883,121,0.1,43,15,91,98,1
2884,96,0.1,9,109,31,11,0
2885,55,0.2,42,127,77,100,1
2886,71,0.3,8,65,94,21,0
2887,76,0.5,135,54,62,23,1
2888,95,0.2,74,102,17,95,1
2889,115,0.6,150,39,45,10,1
2890,40,0.2,150,130,60,99,1
2891,19,0.5,70,79,44,93,1
2892,105,0.5,103,66,90,19,1
2893,38,0.4,81,108,9,57,0
2894,77,0.5,58,122,81,64,1
2895,116,0.3,55,34,87,80,1
2896,80,0.7,65,128,95,88,1
2897,120,0.6,8,82,51,55,1
2898,45,0.2,136,81,53,47,1
2899,102,0.9,36,94,12,54,1
2900,100,0.7,29,100,76,88,1
2901,6,0.0,121,123,46,68,1
2902,95,0.4,96,70,49,45,1
2903,124,0.6,91,39,98,77,1
2904,98,0.4,110,82,92,25,1
2905,72,0.2,29,128,92,53,1
2906,89,0.7,73,51,9,56,1
2907,71,0.1,142,18,39,59,1
2908,20,0.3,38,38,6,48,0
2909,102,0.3,27,81,17,19,0
2910,36,0.8,70,93,96,94,1
2911,7,0.7,33,79,6,41,0
2912,43,0.9,89,35,31,46,1
2913,13,0.5,75,75,86,27,0
2914,15,0.4,36,27,9,55,0
2915,68,0.9,150,33,47,85,1
2916,85,0.5,12,29,4,46,0
2917,108,0.4,112,120,34,48,1
2918,48,0.6,47,33,45,87,1
2919,73,1.0,81,127,96,96,1
2920,95,0.9,10,121,27,36,1
2921,70,1.0,79,74,68,71,1
2922,11,0.3,62,128,53,53,1
2923,6,1.0,73,74,86,6,1
2924,117,0.5,119,12,98,50,1
2925,27,0.3,49,89,94,87,1
2926,9,0.7,48,64,60,41,1
2927,6,0.4,133,113,33,64,1
2928,17,0.9,10,107,31,13,0
2929,27,0.3,57,117,98,54,1
2930,41,0.3,36,92,71,27,0
2931,72,0.8,139,109,24,53,1
2932,24,1.0,104,67,51,71,1
2933,18,0.8,20,20,92,39,0
2934,58,0.0,31,69,36,28,0
2935,26,0.0,37,59,11,42,0
2936,39,0.6,85,18,97,50,1
2937,93,0.5,10,59,16,26,0
2938,71,0.9,63,79,21,97,1
2939,97,0.9,67,97,9,98,1
2940,70,0.9,89,94,36,39,1
2941,37,0.3,118,129,68,37,0
2942,45,0.3,15,11,55,56,0
2943,120,0.9,124,74,45,42,1
2944,5,0.6,144,118,23,82,1
2945,50,1.0,112,89,20,26,0
2946,67,0.7,130,42,29,22,1
2947,62,0.2,35,98,58,68,1
2948,6,0.1,126,61,72,44,0
2949,119,0.2,58,15,52,9,0
2950,32,0.8,72,17,9,17,0
2951,107,0.8,53,53,39,72,1
2952,123,0.5,97,77,4,69,1
2953,80,0.4,47,120,21,44,1
2954,75,0.7,145,40,54,16,1
2955,66,0.6,98,14,20,12,0
2956,81,0.7,12,41,48,26,0
2957,38,0.3,83,10,70,71,0
2958,121,0.9,84,18,33,69,1
2959,97,0.7,33,50,61,30,0
2960,55,0.7,66,65,59,71,1
2961,10,0.4,18,101,55,61,0
2962,58,1.0,101,103,52,54,1
2963,55,0.5,70,89,80,58,1
2964,54,0.7,25,30,50,67,1
2965,43,0.7,87,55,13,49,1
2966,15,0.6,103,13,19,83,0
2967,84,0.4,28,33,15,62,0
2968,107,0.8,79,130,77,62,1
2969,10,0.5,14,26,45,96,0
2970,89,0.5,75,48,85,83,1
2971,116,0.5,41,31,10,71,0
2972,16,0.5,79,18,52,13,0
2973,35,1.0,118,92,68,91,1
2974,22,0.3,121,120,90,100,1
2975,88,0.9,76,55,43,47,1
2976,114,0.9,106,72,59,47,1
2977,106,0.8,83,14,92,28,1
2978,17,0.6,25,92,31,85,1
2979,107,0.5,148,101,67,78,1
2980,40,0.6,80,125,94,31,1
2981,24,0.3,67,56,9,35,0
